✓ Initialized. View run at 
https://modal.com/apps/newperson953/main/ap-eM6cqOQfoqCf80dThivI6A
✓ Created objects.
├── 🔨 Created mount /Users/huy.dangxuan/Desktop/autoresearch/modal_app.py
├── 🔨 Created mount train.py
├── 🔨 Created mount prepare.py
├── 🔨 Created function prepare_data.
└── 🔨 Created function train.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011194 | lrm: 1.00 | dt: 64875ms | tok/sec: 8,081 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00161 (16.5%) | loss: 3.414317 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,278 | mfu: 39.0% | epoch: 1 | remaining: 250s    
step 00162 (16.7%) | loss: 3.413582 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,721 | mfu: 39.0% | epoch: 1 | remaining: 250s    
step 00163 (16.8%) | loss: 3.403842 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,282 | mfu: 39.1% | epoch: 1 | remaining: 249s    
step 00164 (16.9%) | loss: 3.404868 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,414 | mfu: 39.4% | epoch: 1 | remaining: 249s    
step 00165 (17.0%) | loss: 3.403779 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,548 | mfu: 38.3% | epoch: 1 | remaining: 249s    
step 00166 (17.1%) | loss: 3.401349 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,871 | mfu: 38.8% | epoch: 1 | remaining: 248s    
step 00167 (17.2%) | loss: 3.400090 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,503 | mfu: 39.0% | epoch: 1 | remaining: 248s    
step 00168 (17.3%) | loss: 3.397629 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,422 | mfu: 38.8% | epoch: 1 | remaining: 248s    
step 00169 (17.4%) | loss: 3.398456 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,546 | mfu: 39.2% | epoch: 1 | remaining: 247s    
step 00170 (17.5%) | loss: 3.394413 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,047 | mfu: 39.3% | epoch: 1 | remaining: 247s    
step 00171 (17.6%) | loss: 3.391710 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,977 | mfu: 38.9% | epoch: 1 | remaining: 247s    
step 00172 (17.7%) | loss: 3.392021 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,901 | mfu: 36.3% | epoch: 1 | remaining: 246s    
step 00173 (17.9%) | loss: 3.386839 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,109 | mfu: 39.1% | epoch: 1 | remaining: 246s    
step 00174 (18.0%) | loss: 3.386257 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,882 | mfu: 38.8% | epoch: 1 | remaining: 246s    
step 00175 (18.1%) | loss: 3.378369 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,885 | mfu: 38.7% | epoch: 1 | remaining: 245s    
step 00176 (18.2%) | loss: 3.378280 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,921 | mfu: 39.2% | epoch: 1 | remaining: 245s    
step 00177 (18.3%) | loss: 3.372876 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,188 | mfu: 39.0% | epoch: 1 | remaining: 245s    
step 00178 (18.4%) | loss: 3.374752 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,087 | mfu: 39.1% | epoch: 1 | remaining: 244s    
step 00179 (18.5%) | loss: 3.370841 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,812 | mfu: 39.5% | epoch: 1 | remaining: 244s    
step 00180 (18.6%) | loss: 3.366259 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,813 | mfu: 39.2% | epoch: 1 | remaining: 244s    
step 00181 (18.7%) | loss: 3.363647 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,543 | mfu: 38.9% | epoch: 1 | remaining: 244s    
step 00182 (18.8%) | loss: 3.357733 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,702 | mfu: 39.4% | epoch: 1 | remaining: 243s    
step 00183 (18.9%) | loss: 3.353404 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,937 | mfu: 39.4% | epoch: 1 | remaining: 243s    
step 00184 (19.0%) | loss: 3.347574 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,843 | mfu: 39.1% | epoch: 1 | remaining: 243s    
step 00185 (19.1%) | loss: 3.346602 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,611 | mfu: 39.3% | epoch: 1 | remaining: 242s    
step 00186 (19.3%) | loss: 3.345536 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,020 | mfu: 39.0% | epoch: 1 | remaining: 242s    
step 00187 (19.4%) | loss: 3.341565 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,209 | mfu: 38.7% | epoch: 1 | remaining: 242s    
step 00188 (19.5%) | loss: 3.338027 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,450 | mfu: 39.3% | epoch: 1 | remaining: 241s    
step 00189 (19.6%) | loss: 3.340355 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,795 | mfu: 39.5% | epoch: 1 | remaining: 241s    
step 00190 (19.7%) | loss: 3.339210 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,293 | mfu: 38.6% | epoch: 1 | remaining: 241s    
step 00191 (19.8%) | loss: 3.337368 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,083 | mfu: 39.1% | epoch: 1 | remaining: 240s    
step 00192 (19.9%) | loss: 3.332400 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,554 | mfu: 38.6% | epoch: 1 | remaining: 240s    
step 00193 (20.0%) | loss: 3.329422 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,736 | mfu: 39.1% | epoch: 1 | remaining: 240s    
step 00194 (20.1%) | loss: 3.329146 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,233 | mfu: 38.8% | epoch: 1 | remaining: 239s    
step 00195 (20.2%) | loss: 3.331222 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,383 | mfu: 39.2% | epoch: 1 | remaining: 239s    
step 00196 (20.3%) | loss: 3.329159 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,099 | mfu: 39.1% | epoch: 1 | remaining: 239s    
step 00197 (20.4%) | loss: 3.327694 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,707 | mfu: 38.7% | epoch: 1 | remaining: 238s    
step 00198 (20.6%) | loss: 3.318133 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,956 | mfu: 39.0% | epoch: 1 | remaining: 238s    
step 00199 (20.7%) | loss: 3.314651 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,955 | mfu: 39.3% | epoch: 1 | remaining: 238s    
step 00200 (20.8%) | loss: 3.312137 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,335 | mfu: 38.7% | epoch: 1 | remaining: 237s    
step 00201 (20.9%) | loss: 3.314263 | lrm: 1.00 | dt: 332ms | tok/sec: 1,576,984 | mfu: 38.1% | epoch: 1 | remaining: 237s    
step 00202 (21.0%) | loss: 3.312729 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,920 | mfu: 39.1% | epoch: 1 | remaining: 237s    
step 00203 (21.1%) | loss: 3.312522 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,765 | mfu: 38.7% | epoch: 1 | remaining: 236s    
step 00204 (21.2%) | loss: 3.309979 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,096 | mfu: 38.9% | epoch: 1 | remaining: 236s    
step 00205 (21.3%) | loss: 3.305905 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,687 | mfu: 39.1% | epoch: 1 | remaining: 236s    
step 00206 (21.4%) | loss: 3.303056 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,875 | mfu: 39.6% | epoch: 1 | remaining: 235s    
step 00207 (21.5%) | loss: 3.300219 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,570 | mfu: 38.5% | epoch: 1 | remaining: 235s    
step 00208 (21.6%) | loss: 3.297303 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,118 | mfu: 39.0% | epoch: 1 | remaining: 235s    
step 00209 (21.7%) | loss: 3.299577 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,711 | mfu: 39.1% | epoch: 1 | remaining: 234s    
step 00210 (21.9%) | loss: 3.295724 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,225 | mfu: 38.8% | epoch: 1 | remaining: 234s    
step 00211 (22.0%) | loss: 3.298648 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,843 | mfu: 38.8% | epoch: 1 | remaining: 234s    
step 00212 (22.1%) | loss: 3.295275 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,046 | mfu: 38.7% | epoch: 1 | remaining: 233s    
step 00213 (22.2%) | loss: 3.289860 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,964 | mfu: 39.3% | epoch: 1 | remaining: 233s    
step 00214 (22.3%) | loss: 3.289617 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,801 | mfu: 39.5% | epoch: 1 | remaining: 233s    
step 00215 (22.4%) | loss: 3.288456 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,851 | mfu: 38.9% | epoch: 1 | remaining: 232s    
step 00216 (22.5%) | loss: 3.288204 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,894 | mfu: 38.7% | epoch: 1 | remaining: 232s    
step 00217 (22.6%) | loss: 3.289855 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,172 | mfu: 39.2% | epoch: 1 | remaining: 232s    
step 00218 (22.7%) | loss: 3.291264 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,022 | mfu: 39.1% | epoch: 1 | remaining: 232s    
step 00219 (22.8%) | loss: 3.289422 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,424 | mfu: 38.2% | epoch: 1 | remaining: 231s    
step 00220 (22.9%) | loss: 3.293418 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,212 | mfu: 39.0% | epoch: 1 | remaining: 231s    
step 00221 (23.0%) | loss: 3.287755 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,429 | mfu: 38.6% | epoch: 1 | remaining: 231s    
step 00222 (23.2%) | loss: 3.280383 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,991 | mfu: 39.0% | epoch: 1 | remaining: 230s    
step 00223 (23.3%) | loss: 3.280530 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,450 | mfu: 39.0% | epoch: 1 | remaining: 230s    
step 00224 (23.4%) | loss: 3.278898 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,875 | mfu: 38.9% | epoch: 1 | remaining: 230s    
step 00225 (23.5%) | loss: 3.276107 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,813 | mfu: 39.1% | epoch: 1 | remaining: 229s    
step 00226 (23.6%) | loss: 3.277621 | lrm: 1.00 | dt: 349ms | tok/sec: 1,500,560 | mfu: 36.3% | epoch: 1 | remaining: 229s    
step 00227 (23.7%) | loss: 3.278441 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,319 | mfu: 39.2% | epoch: 1 | remaining: 229s    
step 00228 (23.8%) | loss: 3.274102 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,076 | mfu: 39.2% | epoch: 1 | remaining: 228s    
step 00229 (23.9%) | loss: 3.276618 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,957 | mfu: 38.6% | epoch: 1 | remaining: 228s    
step 00230 (24.0%) | loss: 3.278049 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,497 | mfu: 39.0% | epoch: 1 | remaining: 228s    
step 00231 (24.1%) | loss: 3.271312 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,637 | mfu: 39.2% | epoch: 1 | remaining: 227s    
step 00232 (24.2%) | loss: 3.268252 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,959 | mfu: 38.8% | epoch: 1 | remaining: 227s    
step 00233 (24.4%) | loss: 3.268748 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,878 | mfu: 38.9% | epoch: 1 | remaining: 227s    
step 00234 (24.5%) | loss: 3.264045 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,259 | mfu: 38.9% | epoch: 1 | remaining: 226s    
step 00235 (24.6%) | loss: 3.260432 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,422 | mfu: 38.9% | epoch: 1 | remaining: 226s    
step 00236 (24.7%) | loss: 3.261093 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,553 | mfu: 38.9% | epoch: 1 | remaining: 226s    
step 00237 (24.8%) | loss: 3.262207 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,726 | mfu: 38.8% | epoch: 1 | remaining: 225s    
step 00238 (24.9%) | loss: 3.262029 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,210 | mfu: 37.9% | epoch: 1 | remaining: 225s    
step 00239 (25.0%) | loss: 3.261858 | lrm: 1.00 | dt: 358ms | tok/sec: 1,466,473 | mfu: 35.4% | epoch: 1 | remaining: 225s    
step 00240 (25.1%) | loss: 3.253372 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,597 | mfu: 38.3% | epoch: 1 | remaining: 224s    
step 00241 (25.2%) | loss: 3.251989 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,605 | mfu: 38.8% | epoch: 1 | remaining: 224s    
step 00242 (25.3%) | loss: 3.252574 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,534 | mfu: 38.2% | epoch: 1 | remaining: 224s    
step 00243 (25.5%) | loss: 3.252217 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,689 | mfu: 39.3% | epoch: 1 | remaining: 223s    
step 00244 (25.6%) | loss: 3.254141 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,778 | mfu: 39.3% | epoch: 1 | remaining: 223s    
step 00245 (25.7%) | loss: 3.252372 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,630 | mfu: 38.4% | epoch: 1 | remaining: 223s    
step 00246 (25.8%) | loss: 3.252747 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,484 | mfu: 39.3% | epoch: 1 | remaining: 222s    
step 00247 (25.9%) | loss: 3.247813 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,061 | mfu: 39.3% | epoch: 1 | remaining: 222s    
step 00248 (26.0%) | loss: 3.247291 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,300 | mfu: 38.7% | epoch: 1 | remaining: 222s    
step 00249 (26.1%) | loss: 3.242683 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,600 | mfu: 39.4% | epoch: 1 | remaining: 221s    
step 00250 (26.2%) | loss: 3.239085 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,492 | mfu: 39.2% | epoch: 1 | remaining: 221s    
step 00251 (26.3%) | loss: 3.239202 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,187 | mfu: 38.9% | epoch: 1 | remaining: 221s    
step 00252 (26.4%) | loss: 3.238786 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,178 | mfu: 39.1% | epoch: 1 | remaining: 220s    
step 00253 (26.5%) | loss: 3.231085 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,700 | mfu: 39.1% | epoch: 1 | remaining: 220s    
step 00254 (26.6%) | loss: 3.225711 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,946 | mfu: 38.5% | epoch: 1 | remaining: 220s    
step 00255 (26.8%) | loss: 3.222181 | lrm: 1.00 | dt: 385ms | tok/sec: 1,361,681 | mfu: 32.9% | epoch: 1 | remaining: 219s    
step 00256 (26.9%) | loss: 3.220263 | lrm: 1.00 | dt: 344ms | tok/sec: 1,521,931 | mfu: 36.8% | epoch: 1 | remaining: 219s    
step 00257 (27.0%) | loss: 3.217825 | lrm: 1.00 | dt: 345ms | tok/sec: 1,521,206 | mfu: 36.8% | epoch: 1 | remaining: 219s    
step 00258 (27.1%) | loss: 3.218586 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,473 | mfu: 38.7% | epoch: 1 | remaining: 218s    
step 00259 (27.2%) | loss: 3.219488 | lrm: 1.00 | dt: 372ms | tok/sec: 1,408,925 | mfu: 34.0% | epoch: 1 | remaining: 218s    
step 00260 (27.3%) | loss: 3.221930 | lrm: 1.00 | dt: 386ms | tok/sec: 1,358,783 | mfu: 32.8% | epoch: 1 | remaining: 218s    
step 00261 (27.5%) | loss: 3.222277 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,196 | mfu: 40.2% | epoch: 1 | remaining: 217s    
step 00262 (27.6%) | loss: 3.219017 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,215 | mfu: 38.0% | epoch: 1 | remaining: 217s    
step 00263 (27.7%) | loss: 3.218030 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,181 | mfu: 37.6% | epoch: 1 | remaining: 217s    
step 00264 (27.8%) | loss: 3.218668 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,247 | mfu: 39.8% | epoch: 1 | remaining: 216s    
step 00265 (27.9%) | loss: 3.218868 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,139 | mfu: 39.9% | epoch: 1 | remaining: 216s    
step 00266 (28.0%) | loss: 3.216836 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,010 | mfu: 37.4% | epoch: 1 | remaining: 216s    
step 00267 (28.1%) | loss: 3.213915 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,158 | mfu: 39.2% | epoch: 1 | remaining: 215s    
step 00268 (28.2%) | loss: 3.218918 | lrm: 1.00 | dt: 344ms | tok/sec: 1,523,807 | mfu: 36.8% | epoch: 1 | remaining: 215s    
step 00269 (28.4%) | loss: 3.218176 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,741 | mfu: 38.5% | epoch: 1 | remaining: 215s    
step 00270 (28.5%) | loss: 3.215297 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,669 | mfu: 39.6% | epoch: 1 | remaining: 214s    
step 00271 (28.6%) | loss: 3.213409 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,228 | mfu: 39.1% | epoch: 1 | remaining: 214s    
step 00272 (28.7%) | loss: 3.213628 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,515 | mfu: 39.2% | epoch: 1 | remaining: 214s    
step 00273 (28.8%) | loss: 3.211705 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,615 | mfu: 38.8% | epoch: 1 | remaining: 213s    
step 00274 (28.9%) | loss: 3.207519 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,967 | mfu: 38.9% | epoch: 1 | remaining: 213s    
step 00275 (29.0%) | loss: 3.205596 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,857 | mfu: 38.6% | epoch: 1 | remaining: 213s    
step 00276 (29.1%) | loss: 3.205544 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,173 | mfu: 38.8% | epoch: 1 | remaining: 212s    
step 00277 (29.2%) | loss: 3.209240 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,680 | mfu: 38.9% | epoch: 1 | remaining: 212s    
step 00278 (29.3%) | loss: 3.207940 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,212 | mfu: 39.0% | epoch: 1 | remaining: 212s    
step 00279 (29.4%) | loss: 3.204678 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,627 | mfu: 39.1% | epoch: 1 | remaining: 211s    
step 00280 (29.5%) | loss: 3.208620 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,056 | mfu: 38.8% | epoch: 1 | remaining: 211s    
step 00281 (29.7%) | loss: 3.210535 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,506 | mfu: 38.0% | epoch: 1 | remaining: 211s    
step 00282 (29.8%) | loss: 3.207754 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,072 | mfu: 39.5% | epoch: 1 | remaining: 210s    
step 00283 (29.9%) | loss: 3.210675 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,155 | mfu: 38.3% | epoch: 1 | remaining: 210s    
step 00284 (30.0%) | loss: 3.207855 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,523 | mfu: 38.0% | epoch: 1 | remaining: 210s    
step 00285 (30.1%) | loss: 3.210611 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,503 | mfu: 39.1% | epoch: 1 | remaining: 209s    
step 00286 (30.2%) | loss: 3.207025 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,585 | mfu: 39.0% | epoch: 1 | remaining: 209s    
step 00287 (30.3%) | loss: 3.205788 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,588 | mfu: 38.8% | epoch: 1 | remaining: 209s    
step 00288 (30.4%) | loss: 3.210491 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,595 | mfu: 38.8% | epoch: 1 | remaining: 208s    
step 00289 (30.5%) | loss: 3.207137 | lrm: 1.00 | dt: 357ms | tok/sec: 1,466,957 | mfu: 35.4% | epoch: 1 | remaining: 208s    
step 00290 (30.6%) | loss: 3.212226 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,957 | mfu: 38.7% | epoch: 1 | remaining: 208s    
step 00291 (30.8%) | loss: 3.206777 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,152 | mfu: 39.0% | epoch: 1 | remaining: 207s    
step 00292 (30.9%) | loss: 3.198554 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,413 | mfu: 38.0% | epoch: 1 | remaining: 207s    
step 00293 (31.0%) | loss: 3.196842 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,579 | mfu: 39.9% | epoch: 1 | remaining: 207s    
step 00294 (31.1%) | loss: 3.194215 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,215 | mfu: 39.1% | epoch: 1 | remaining: 206s    
step 00295 (31.2%) | loss: 3.195443 | lrm: 1.00 | dt: 366ms | tok/sec: 1,430,942 | mfu: 34.6% | epoch: 1 | remaining: 206s    
step 00296 (31.3%) | loss: 3.189785 | lrm: 1.00 | dt: 314ms | tok/sec: 1,670,999 | mfu: 40.4% | epoch: 1 | remaining: 206s    
step 00297 (31.4%) | loss: 3.193954 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,255 | mfu: 38.4% | epoch: 1 | remaining: 205s    
step 00298 (31.5%) | loss: 3.192577 | lrm: 1.00 | dt: 349ms | tok/sec: 1,503,784 | mfu: 36.3% | epoch: 1 | remaining: 205s    
step 00299 (31.6%) | loss: 3.187862 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,464 | mfu: 40.0% | epoch: 1 | remaining: 205s    
step 00300 (31.7%) | loss: 3.186078 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,756 | mfu: 39.4% | epoch: 1 | remaining: 204s    
step 00301 (31.9%) | loss: 3.182835 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,613 | mfu: 38.2% | epoch: 1 | remaining: 204s    
step 00302 (32.0%) | loss: 3.183855 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,453 | mfu: 39.4% | epoch: 1 | remaining: 204s    
step 00303 (32.1%) | loss: 3.182487 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,514 | mfu: 38.7% | epoch: 1 | remaining: 203s    
step 00304 (32.2%) | loss: 3.183611 | lrm: 1.00 | dt: 341ms | tok/sec: 1,535,364 | mfu: 37.1% | epoch: 1 | remaining: 203s    
step 00305 (32.3%) | loss: 3.181104 | lrm: 1.00 | dt: 355ms | tok/sec: 1,478,271 | mfu: 35.7% | epoch: 1 | remaining: 203s    
step 00306 (32.4%) | loss: 3.177118 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,189 | mfu: 39.8% | epoch: 1 | remaining: 202s    
step 00307 (32.5%) | loss: 3.173491 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,266 | mfu: 38.5% | epoch: 1 | remaining: 202s    
step 00308 (32.6%) | loss: 3.167718 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,276 | mfu: 38.0% | epoch: 1 | remaining: 202s    
step 00309 (32.7%) | loss: 3.161475 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,615 | mfu: 39.6% | epoch: 1 | remaining: 201s    
step 00310 (32.8%) | loss: 3.157700 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,404 | mfu: 39.2% | epoch: 1 | remaining: 201s    
step 00311 (33.0%) | loss: 3.157621 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,381 | mfu: 38.8% | epoch: 1 | remaining: 201s    
step 00312 (33.1%) | loss: 3.160101 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,450 | mfu: 39.0% | epoch: 1 | remaining: 200s    
step 00313 (33.2%) | loss: 3.155174 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,366 | mfu: 38.4% | epoch: 1 | remaining: 200s    
step 00314 (33.3%) | loss: 3.152519 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,059 | mfu: 39.2% | epoch: 1 | remaining: 200s    
step 00315 (33.4%) | loss: 3.157299 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,245 | mfu: 39.4% | epoch: 1 | remaining: 200s    
step 00316 (33.5%) | loss: 3.157258 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,553 | mfu: 38.4% | epoch: 1 | remaining: 199s    
step 00317 (33.6%) | loss: 3.159381 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,268 | mfu: 38.0% | epoch: 1 | remaining: 199s    
step 00318 (33.7%) | loss: 3.157803 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,179 | mfu: 38.5% | epoch: 1 | remaining: 199s    
step 00319 (33.8%) | loss: 3.154966 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,975 | mfu: 39.4% | epoch: 1 | remaining: 198s    
step 00320 (33.9%) | loss: 3.159857 | lrm: 1.00 | dt: 346ms | tok/sec: 1,514,526 | mfu: 36.6% | epoch: 1 | remaining: 198s    
step 00321 (34.1%) | loss: 3.158472 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,760 | mfu: 38.2% | epoch: 1 | remaining: 198s    
step 00322 (34.2%) | loss: 3.158942 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,315 | mfu: 39.2% | epoch: 1 | remaining: 197s    
step 00323 (34.3%) | loss: 3.155616 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,163 | mfu: 38.6% | epoch: 1 | remaining: 197s    
step 00324 (34.4%) | loss: 3.152141 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,234 | mfu: 38.8% | epoch: 1 | remaining: 197s    
step 00325 (34.5%) | loss: 3.145510 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,072 | mfu: 38.7% | epoch: 1 | remaining: 196s    
step 00326 (34.6%) | loss: 3.149113 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,761 | mfu: 39.1% | epoch: 1 | remaining: 196s    
